snr_db,realization,noise_sigma,eta_dc,eta_total,eta_ac,eps_l2_vs_clean,eps_l2_ac_vs_clean,rmse_vs_clean,eps_parseval
30.0,82,2.107314677006971,0.9327775614621749,0.9912094574117434,0.8692320186612946,0.09109387398167845,0.34888696845460815,23.25056774232002,4.135370992735525e-16
30.0,83,2.107314677006971,0.9309629622609804,0.9911072211551069,0.8711882905736712,0.09092186499927997,0.34823442617701844,23.2066646089617,4.1142885253920256e-16
30.0,84,2.107314677006971,0.9325870074951437,0.9921932765647977,0.8841955660900271,0.0909905411354604,0.3483897128310347,23.22419333056229,1.369019158576526e-16
30.0,85,2.107314677006971,0.9315113839997514,0.991508173859667,0.8760111294948318,0.09097357282763266,0.3484039542501469,23.219862383009207,0.0
30.0,86,2.107314677006971,0.9307747085705084,0.9915269177762956,0.8776013499006423,0.09095212460462278,0.3483510479952731,23.214387993346694,4.113679819520767e-16
30.0,87,2.107314677006971,0.9316397316760158,0.9914029477915894,0.8742390511449406,0.09095232277380856,0.34826160735038725,23.214438573543553,0.0
30.0,88,2.107314677006971,0.9315066058411943,0.9914006441719725,0.8744498512062414,0.09095751442261804,0.34832065172398147,23.215763676726265,5.515707720019628e-16
30.0,89,2.107314677006971,0.9311954066533584,0.9918585537153655,0.8816729248929996,0.09093239294766796,0.3482660808647951,23.20935173561998,2.7525965983565535e-16
30.0,90,2.107314677006971,0.9305742260026,0.9913052849064382,0.874762431976812,0.09097918478395958,0.3484473318062829,23.221294764409215,1.3752275752524869e-16
30.0,91,2.107314677006971,0.9313738947776075,0.9913334377619321,0.8737133309549939,0.09113086238053401,0.34850030160682915,23.260008566775937,2.777038066824899e-16
30.0,92,2.107314677006971,0.9312305537549935,0.9921302718098624,0.8855635951742292,0.0909583654349893,0.3483569310509285,23.215980886950433,0.0
30.0,93,2.107314677006971,0.9318406080469596,0.9916503369736039,0.8774979824915607,0.09094786080137265,0.3483298652908757,23.213299711094844,1.3768949357654205e-16
30.0,94,2.107314677006971,0.9321151641815361,0.9919737054294889,0.8817660163165907,0.09098128761839455,0.34843735222324296,23.221831486499784,2.742814446725784e-16
30.0,95,2.107314677006971,0.9312917091102189,0.9915346910989857,0.8767934874905601,0.09090346479693119,0.34816884389348296,23.20196818830811,2.7502248757131847e-16
30.0,96,2.107314677006971,0.9316200775979636,0.9920207024126273,0.8833093500683017,0.09103197970034894,0.3485857179644726,23.2347700040308,1.3798519246451773e-16
30.0,97,2.107314677006971,0.9314367178828805,0.991771785844558,0.8799909528632752,0.09093535290732725,0.34828978024741725,23.210107228163714,1.3725486550096e-16
30.0,98,2.107314677006971,0.9318905537520238,0.9917838633955326,0.8793686183476878,0.09104867741736267,0.3486221574737762,23.239031886675587,1.3682791423840186e-16
30.0,99,2.107314677006971,0.9331151592016944,0.9920864688561752,0.8816842344338007,0.09098957135631165,0.3483987324394429,23.223945806609166,2.740336144408935e-16
20.0,0,6.663914126044088,0.9308990152885857,0.9917896636886409,0.8811835121359276,0.09177913014591382,0.3508995107858428,23.425470775542657,1.3889581464486144e-16
20.0,1,6.663914126044088,0.9299689256652127,0.9893186005356823,0.8474762872656401,0.09217368704064575,0.35303745763246563,23.526176469660022,8.227477227324148e-16
20.0,2,6.663914126044088,0.9347619221357999,0.9901508532087155,0.849027636715685,0.09212951482331119,0.3508358899512022,23.514902065722907,4.0534101922877715e-16
20.0,3,6.663914126044088,0.9294773038901637,0.9906821100406485,0.8678738835390073,0.09207212202273383,0.3525987990598928,23.500253273884137,2.7334184419708177e-16
20.0,4,6.663914126044088,0.9274009474671535,0.9914842782465022,0.8827020263157701,0.09209248006691768,0.35272653860635744,23.505449409087397,4.10590547522151e-16
20.0,5,6.663914126044088,0.9354926192203877,0.9908002225528705,0.8573841111521765,0.0917249719747387,0.351269478444583,23.411647582251305,2.7511526109315107e-16
20.0,6,6.663914126044088,0.9303245562917322,0.9909346277134594,0.8698914308389983,0.09232598130663945,0.3524840264984903,23.565047669154357,2.7031551629470153e-16
20.0,7,6.663914126044088,0.9304283503982069,0.9907650177104563,0.8672594031850355,0.09298739542078567,0.3555602516237036,23.733865318404582,2.7147663640320486e-16
20.0,8,6.663914126044088,0.9282542569814395,0.9920907824648885,0.8897604624003219,0.0925491740194214,0.35407395456959395,23.62201480713306,0.0
20.0,9,6.663914126044088,0.934334214183048,0.9923912845851904,0.8841296830587021,0.09325454697027584,0.35605676732755,23.802052397594295,0.0
20.0,10,6.663914126044088,0.9335928753760043,0.9916983016045146,0.8749878353792523,0.09179367635031212,0.3515180507792472,23.429183511602435,1.3721831856094135e-16
20.0,11,6.663914126044088,0.9326628057905363,0.9907102234570325,0.8620409321767982,0.09286928569321135,0.3556580668164291,23.703719293189465,4.1400880288500156e-16
20.0,12,6.663914126044088,0.9305118991165895,0.9909845433898764,0.8702589868551722,0.09283463351456206,0.354495620679506,23.694874759612315,4.180186460634489e-16
20.0,13,6.663914126044088,0.9312116180546657,0.9914581973697233,0.8758249229199079,0.09188896368178771,0.35191509809145494,23.453504406725457,1.370125296701657e-16
20.0,14,6.663914126044088,0.9298666420758442,0.9904178519978426,0.8633724623235647,0.09267837128439964,0.3549596411203184,23.65499078707769,4.1215562572449575e-16
20.0,15,6.663914126044088,0.9317897371808337,0.9914164549199892,0.8741605042225578,0.09233929352496054,0.3524283776503579,23.568445445759366,2.793696072576001e-16
20.0,16,6.663914126044088,0.928604032076662,0.9906892590645656,0.869590101426569,0.09243425566226365,0.3540347335234768,23.592683339152348,2.741304753160819e-16
20.0,17,6.663914126044088,0.9315376538940646,0.990294546802688,0.858236625687731,0.0917164386666887,0.35109012807490353,23.409469562498597,0.0
20.0,18,6.663914126044088,0.9316584680352828,0.9916423418658223,0.8777074804455269,0.09227754564781507,0.35234383620931475,23.552685075300165,1.3539346402367462e-16
20.0,19,6.663914126044088,0.9283582999363539,0.9912701184065882,0.8781452480098,0.09152169767920552,0.35053143731426667,23.359764370219754,2.7428368700598845e-16
20.0,20,6.663914126044088,0.9323201528434144,0.9911155772682895,0.8687286820971174,0.09336672070434307,0.35747875287082015,23.830683334987114,0.0
20.0,21,6.663914126044088,0.9279153606455722,0.9911629082937576,0.8774067292923261,0.0916319225731211,0.3501504908311745,23.387897890629585,1.3513181689306643e-16
20.0,22,6.663914126044088,0.9336840587365393,0.9901775864587449,0.851884579271332,0.09489168796326225,0.36318322243916373,24.219912083403855,1.3670441307162257e-16
20.0,23,6.663914126044088,0.933236700777285,0.9910421616509439,0.8658269070979572,0.0930536096659451,0.3563066314527611,23.75076567322861,0.0
20.0,24,6.663914126044088,0.9294824668619883,0.9896760735625301,0.8535977369306907,0.09333502622575504,0.3573535793950111,23.822593717219664,0.0
20.0,25,6.663914126044088,0.9310401756050449,0.992867785734151,0.8965743557437105,0.09318538030567591,0.35309874355556325,23.78439847477272,1.4129310952319653e-16
20.0,26,6.663914126044088,0.9296856693022759,0.9929893672261157,0.9002958187282948,0.09201636968201735,0.3521040501640499,23.48602318883053,5.531400839715092e-16
