snr_db,n,confidence,eta_dc_mean,eta_dc_sd,eta_dc_ci_lo,eta_dc_ci_hi,eta_total_mean,eta_total_sd,eta_total_ci_lo,eta_total_ci_hi,eta_ac_mean,eta_ac_sd,eta_ac_ci_lo,eta_ac_ci_hi,eps_l2_vs_clean_mean,eps_l2_vs_clean_sd,eps_l2_vs_clean_ci_lo,eps_l2_vs_clean_ci_hi,eps_l2_ac_vs_clean_mean,eps_l2_ac_vs_clean_sd,eps_l2_ac_vs_clean_ci_lo,eps_l2_ac_vs_clean_ci_hi,rmse_vs_clean_mean,rmse_vs_clean_sd,rmse_vs_clean_ci_lo,rmse_vs_clean_ci_hi,eps_parseval_mean,eps_parseval_sd,eps_parseval_ci_lo,eps_parseval_ci_hi
30.0,100,0.95,0.9316557226709301,0.0006643789209423241,0.9315255067952166,0.9317859385466436,0.9917126487966915,0.00029038345537983303,0.9916557346852665,0.9917695629081166,0.8787409964261985,0.004084738111971617,0.8779404024676243,0.8795415903847728,0.0910003847095819,7.315286073755752e-05,0.09098604701234073,0.09101472240682307,0.34848209881877074,0.0002629027536795436,0.3484305708259059,0.3485336268116356,23.226705779280678,0.01867134934304323,23.223046262055163,23.230365296506193,2.390702096025923e-16,1.8280822527883741e-16,2.0324045584017171e-16,2.748999633650129e-16
20.0,100,0.95,0.9310755038432802,0.0026413190454748544,0.9305578148231991,0.9315931928633613,0.9913561304535332,0.0010349221543856683,0.9911532894385934,0.991558971468473,0.8745891833005772,0.014212013179734572,0.8718036799025684,0.8773746866985861,0.09246890198472343,0.0006601022346220831,0.09233952432412607,0.0925982796453208,0.35352979146335145,0.0024424660136258465,0.3530510769213345,0.35400850600536843,23.601526378010643,0.16848280847101169,23.56850435434891,23.634548401672376,2.200859495771589e-16,1.7608046896599385e-16,1.8557481182173184e-16,2.54597087332586e-16
10.0,100,0.95,0.9265270477291758,0.007394638089780036,0.9250777252957081,0.9279763701626436,0.9881196198339763,0.0028644217773403447,0.9875582034819644,0.9886810361859882,0.8380710051137017,0.037036557394896585,0.8308119732531669,0.8453300369742365,0.10472562030355384,0.005146445024498249,0.10371693561391065,0.10573430499319703,0.39575239100197507,0.018555794850561077,0.39211552204081374,0.3993892599631364,26.72989985818362,1.3135654840883038,26.47244575416882,26.987353962198423,2.2726105074105917e-16,1.7342488399511678e-16,1.932703980757126e-16,2.6125170340640576e-16
0.0,100,0.95,0.8757352855143148,0.026444312753854497,0.870552295454968,0.8809182755736615,0.9581143351302512,0.01602838285290564,0.9549728298180398,0.9612558404424627,0.6590647826820522,0.11794653895659697,0.6359476858364441,0.6821818795276602,0.19221955357997747,0.03191489483775123,0.18596434913473991,0.19847475802521503,0.715076473642137,0.12219283271746895,0.6911271185126203,0.7390258287716537,49.0616279291038,8.14587624809325,47.465065522225494,50.658190335982106,2.6985979296363446e-16,2.084574064333119e-16,2.290028920716425e-16,3.107166938556264e-16
