n_coeff,coeff_ratio,eta_total,eta_ac,eps_l2,rmse,snr_db,max_imag,strategy,basis,id
4,0.15384615384615385,0.05517241379310337,0.937931034482757,0.24913643956122064,0.21213203435596487,12.071254927956476,0.0,magnitude,ac,S3
6,0.23076923076923078,0.05882352941176472,1.0,4.5586090995711684e-15,3.8815157823912646e-15,286.82335293849076,0.0,magnitude,ac,S3
8,0.3076923076923077,0.05882352941176472,1.0,6.3402126051915576e-15,5.398496504796192e-15,283.9579235751306,0.0,magnitude,ac,S3
10,0.38461538461538464,0.05882352941176473,1.0000000000000002,7.16166499199341e-15,6.097938008599249e-15,282.8997199650903,0.0,magnitude,ac,S3
12,0.46153846153846156,0.05882352941176472,1.0,7.741702592089956e-15,6.59182222853969e-15,282.22327033405645,0.0,magnitude,ac,S3
14,0.5384615384615384,0.05882352941176472,1.0,8.249497618699462e-15,7.024194113681146e-15,281.67144996977714,0.0,magnitude,ac,S3
16,0.6153846153846154,0.05882352941176472,1.0,8.919284570714305e-15,7.594497153116995e-15,280.9933995928627,0.0,magnitude,ac,S3
18,0.6923076923076923,0.05882352941176472,1.0,9.29470805786661e-15,7.914158733794995e-15,280.6352849330084,0.0,magnitude,ac,S3
20,0.7692307692307693,0.05882352941176472,1.0,9.568895276929883e-15,8.147620738296364e-15,280.38276396719493,0.0,magnitude,ac,S3
22,0.8461538461538461,0.05882352941176472,1.0,9.85514281691466e-15,8.3913517360312e-15,280.1267415542285,0.0,magnitude,ac,S3
24,0.9230769230769231,0.05882352941176472,1.0,1.0120997189041265e-14,8.617718577031937e-15,279.8955339152156,0.0,magnitude,ac,S3
25,0.9615384615384616,0.05882352941176472,1.0,1.0143159689461431e-14,8.636589266156438e-15,279.8765347423746,0.0,magnitude,ac,S3
1,0.038461538461538464,1.1984119601733977e-33,0.0,1.0,1.1006735677527357,0.0,0.0,lowpass,total,S4
3,0.11538461538461539,0.041013289112292836,0.041013289112292836,0.9792786686575518,1.0778661460554568,0.18187411002565132,0.0,lowpass,total,S4
5,0.19230769230769232,0.12630041564022987,0.12630041564022987,0.934718986840307,1.028820482091743,0.5863787089268127,0.0,lowpass,total,S4
7,0.2692307692307692,0.3969201797640949,0.3969201797640949,0.776582140044377,0.8547634347356989,2.1962520329296282,0.0,lowpass,total,S4
9,0.34615384615384615,0.45458490616137937,0.4545849061613794,0.7385222365227874,0.8128719049382662,2.6327284754562004,0.0,lowpass,total,S4
11,0.4230769230769231,0.6160240311995487,0.6160240311995486,0.6196579449990541,0.6820411211084374,4.156959551739787,0.0,lowpass,total,S4
13,0.5,0.757876429989555,0.757876429989555,0.49206053490444096,0.5415980245035907,6.1596293122237125,0.0,lowpass,total,S4
15,0.5769230769230769,0.7957748372714603,0.7957748372714604,0.4519127822141561,0.49740845431272024,6.898907492182509,0.0,lowpass,total,S4
17,0.6538461538461539,0.8251485332090392,0.8251485332090392,0.41815244443977684,0.46024934288605684,7.573307201374163,0.0,lowpass,total,S4
19,0.7307692307692307,0.8536958912313999,0.8536958912313999,0.3824972009944645,0.4210045588740125,8.347434770840295,0.0,lowpass,total,S4
21,0.8076923076923077,0.8563842377253387,0.8563842377253387,0.37896670338521965,0.41711863347450256,8.427978923135088,0.0,lowpass,total,S4
23,0.8846153846153846,0.9242557444325151,0.9242557444325149,0.27521674289091685,0.3029237943030329,11.206502984024523,0.0,lowpass,total,S4
25,0.9615384615384616,0.9890825911233155,0.9890825911233155,0.10448640522424166,0.11500542441982414,19.618804242766274,0.0,lowpass,total,S4
26,1.0,1.0,1.0,3.5983160255962396e-15,3.960571337794858e-15,288.8780139396235,0.0,lowpass,total,S4
2,0.07692307692307693,0.041013289112292836,0.041013289112292836,0.9792786686575518,1.0778661460554568,0.18187411002565132,0.0,lowpass,ac,S4
4,0.15384615384615385,0.12630041564022987,0.12630041564022987,0.934718986840307,1.028820482091743,0.5863787089268127,0.0,lowpass,ac,S4
6,0.23076923076923078,0.3969201797640949,0.3969201797640949,0.776582140044377,0.8547634347356989,2.1962520329296282,0.0,lowpass,ac,S4
8,0.3076923076923077,0.4545849061613794,0.4545849061613794,0.7385222365227874,0.8128719049382662,2.6327284754562004,0.0,lowpass,ac,S4
10,0.38461538461538464,0.6160240311995486,0.6160240311995486,0.6196579449990541,0.6820411211084374,4.156959551739787,0.0,lowpass,ac,S4
12,0.46153846153846156,0.757876429989555,0.757876429989555,0.49206053490444107,0.5415980245035907,6.1596293122237125,0.0,lowpass,ac,S4
14,0.5384615384615384,0.7957748372714604,0.7957748372714604,0.4519127822141561,0.49740845431272024,6.898907492182509,0.0,lowpass,ac,S4
16,0.6153846153846154,0.8251485332090392,0.8251485332090392,0.41815244443977684,0.46024934288605684,7.573307201374163,0.0,lowpass,ac,S4
18,0.6923076923076923,0.8536958912313999,0.8536958912313999,0.3824972009944645,0.4210045588740125,8.347434770840295,0.0,lowpass,ac,S4
20,0.7692307692307693,0.8563842377253387,0.8563842377253387,0.37896670338521965,0.41711863347450256,8.427978923135088,0.0,lowpass,ac,S4
22,0.8461538461538461,0.9242557444325149,0.9242557444325149,0.2752167428909169,0.3029237943030329,11.206502984024523,0.0,lowpass,ac,S4
24,0.9230769230769231,0.9890825911233155,0.9890825911233155,0.10448640522424167,0.11500542441982418,19.61880424276627,0.0,lowpass,ac,S4
25,0.9615384615384616,1.0,1.0,3.588194803978217e-15,3.949431176686533e-15,288.9024797406737,0.0,lowpass,ac,S4
2,0.07692307692307693,0.27061976412386507,0.27061976412386507,0.8540376079986961,0.9400166209909372,1.3704600900445152,0.0,magnitude,total,S4
4,0.15384615384615385,0.4320588891620345,0.4320588891620345,0.7536186773415086,0.829488158314576,2.456966934509591,0.0,magnitude,total,S4
6,0.23076923076923078,0.5739112879520407,0.5739112879520407,0.6527547104755036,0.7184698560464766,3.704999709866363,0.0,magnitude,total,S4
8,0.3076923076923077,0.6591984144799777,0.6591984144799777,0.5837821387469999,0.6425535694449829,4.674983934211988,0.0,magnitude,total,S4
10,0.38461538461538464,0.7270699211871541,0.7270699211871541,0.5224271038267878,0.5750217042597594,5.639485993883891,0.0,magnitude,total,S4
12,0.46153846153846156,0.7918967678779546,0.7918967678779546,0.4561833317012413,0.502108935252935,6.817211745607507,0.0,magnitude,total,S4
14,0.5384615384615384,0.849561494275239,0.849561494275239,0.3878640299444649,0.4269116856419282,8.226409889874327,0.0,magnitude,total,S4
16,0.6153846153846154,0.8905747833875318,0.8905747833875318,0.3307948255527405,0.36409712083527873,9.60882585007227,0.0,magnitude,total,S4
18,0.6923076923076923,0.9284731906694372,0.9284731906694372,0.2674449650499382,0.29436960385902117,11.455311475410053,0.0,magnitude,total,S4
20,0.7692307692307693,0.9578468866070161,0.9578468866070161,0.20531223390968176,0.22598174900065365,13.751703432347762,0.0,magnitude,total,S4
22,0.8461538461538461,0.9863942446293766,0.9863942446293766,0.1166437112347814,0.12838664980070671,18.662773418528587,0.0,magnitude,total,S4
23,0.8846153846153846,0.9973116535060613,0.9973116535060613,0.05184926705305139,0.05706911775264645,25.705147569323362,0.0,magnitude,total,S4
25,0.9615384615384616,1.0,1.0,3.589523691550702e-15,3.950893848112082e-15,288.8992635178767,0.0,magnitude,total,S4
26,1.0,1.0,1.0,3.5983160255962396e-15,3.960571337794858e-15,288.8780139396235,0.0,magnitude,total,S4
2,0.07692307692307693,0.27061976412386507,0.27061976412386507,0.8540376079986961,0.9400166209909372,1.3704600900445152,0.0,magnitude,ac,S4
4,0.15384615384615385,0.4320588891620345,0.4320588891620345,0.7536186773415086,0.829488158314576,2.456966934509591,0.0,magnitude,ac,S4
6,0.23076923076923078,0.5739112879520407,0.5739112879520407,0.6527547104755036,0.7184698560464766,3.704999709866363,0.0,magnitude,ac,S4
8,0.3076923076923077,0.6591984144799777,0.6591984144799777,0.5837821387469999,0.6425535694449829,4.674983934211988,0.0,magnitude,ac,S4
10,0.38461538461538464,0.7270699211871541,0.7270699211871541,0.5224271038267878,0.5750217042597594,5.639485993883891,0.0,magnitude,ac,S4
12,0.46153846153846156,0.7918967678779546,0.7918967678779546,0.4561833317012413,0.502108935252935,6.817211745607508,0.0,magnitude,ac,S4
14,0.5384615384615384,0.849561494275239,0.849561494275239,0.3878640299444649,0.4269116856419282,8.226409889874327,0.0,magnitude,ac,S4
16,0.6153846153846154,0.8905747833875318,0.8905747833875318,0.3307948255527405,0.36409712083527873,9.60882585007227,0.0,magnitude,ac,S4
18,0.6923076923076923,0.9284731906694372,0.9284731906694372,0.2674449650499382,0.29436960385902117,11.455311475410053,0.0,magnitude,ac,S4
20,0.7692307692307693,0.9578468866070161,0.9578468866070161,0.20531223390968176,0.22598174900065365,13.751703432347762,0.0,magnitude,ac,S4
22,0.8461538461538461,0.9863942446293766,0.9863942446293766,0.1166437112347814,0.12838664980070671,18.662773418528587,0.0,magnitude,ac,S4
23,0.8846153846153846,0.9973116535060613,0.9973116535060613,0.05184926705305139,0.05706911775264645,25.705147569323362,0.0,magnitude,ac,S4
25,0.9615384615384616,1.0,1.0,3.588194803978217e-15,3.949431176686533e-15,288.9024797406737,0.0,magnitude,ac,S4
1,0.038461538461538464,1.9432430400959234e-33,0.0,1.0,0.24696192386812038,0.0,0.0,lowpass,total,S5
3,0.11538461538461539,0.0350460988488882,0.0350460988488882,0.982320671242905,0.24259580282557125,0.154934337587016,0.0,lowpass,total,S5
5,0.19230769230769232,0.09686029667619811,0.09686029667619811,0.9503366263192226,0.2346969615581342,0.44245065090928454,0.0,lowpass,total,S5
7,0.2692307692307692,0.24951079447739835,0.24951079447739835,0.866307800682068,0.21394504111840365,1.2465554994393977,0.0,lowpass,total,S5
9,0.34615384615384615,0.5668434454311186,0.5668434454311188,0.6581463017968576,0.16253707687844055,3.633551094271408,0.0,lowpass,total,S5
11,0.4230769230769231,0.7486157155545267,0.7486157155545267,0.5013823734890102,0.1238223555504104,5.996618761804835,0.0,lowpass,total,S5
13,0.5,0.8321825720831316,0.8321825720831316,0.40965525496064176,0.10116924988776543,7.751629394840814,0.0,lowpass,total,S5
15,0.5769230769230769,0.8800579349311033,0.8800579349311033,0.34632652954819465,0.08552946602379159,9.210284780903201,0.0,lowpass,total,S5
17,0.6538461538461539,0.9124907297123026,0.9124907297123026,0.2958196583861483,0.07305619195305334,10.579459375887003,0.0,lowpass,total,S5
19,0.7307692307692307,0.937115354788768,0.937115354788768,0.2507681104351831,0.06193017499784609,12.014553849856249,0.0,lowpass,total,S5
21,0.8076923076923077,0.9574227427236577,0.9574227427236577,0.20634257262218667,0.05095875871067256,13.708223181939518,0.0,lowpass,total,S5
23,0.8846153846153846,0.9752903346425204,0.9752903346425206,0.1571930830459139,0.0388207062077801,16.071331361998695,0.0,lowpass,total,S5
25,0.9615384615384616,0.9918942304631522,0.9918942304631522,0.09003204727677644,0.022234487605258278,20.912057482748306,0.0,lowpass,total,S5
26,1.0,1.0,1.0,2.025943758842742e-15,5.003309683324148e-16,293.8674523005738,0.0,lowpass,total,S5
2,0.07692307692307693,0.0350460988488882,0.0350460988488882,0.982320671242905,0.24259580282557125,0.154934337587016,0.0,lowpass,ac,S5
4,0.15384615384615385,0.09686029667619811,0.09686029667619811,0.9503366263192226,0.23469696155813422,0.44245065090928454,0.0,lowpass,ac,S5
6,0.23076923076923078,0.24951079447739835,0.24951079447739835,0.866307800682068,0.21394504111840365,1.2465554994393977,0.0,lowpass,ac,S5
8,0.3076923076923077,0.5668434454311188,0.5668434454311188,0.6581463017968577,0.16253707687844055,3.633551094271408,0.0,lowpass,ac,S5
10,0.38461538461538464,0.7486157155545267,0.7486157155545267,0.5013823734890102,0.1238223555504104,5.996618761804835,0.0,lowpass,ac,S5
12,0.46153846153846156,0.8321825720831316,0.8321825720831316,0.40965525496064176,0.10116924988776543,7.751629394840814,0.0,lowpass,ac,S5
14,0.5384615384615384,0.8800579349311033,0.8800579349311033,0.34632652954819465,0.08552946602379159,9.2102847809032,0.0,lowpass,ac,S5
16,0.6153846153846154,0.9124907297123026,0.9124907297123026,0.2958196583861483,0.07305619195305334,10.579459375887005,0.0,lowpass,ac,S5
18,0.6923076923076923,0.937115354788768,0.937115354788768,0.2507681104351831,0.06193017499784609,12.014553849856249,0.0,lowpass,ac,S5
20,0.7692307692307693,0.9574227427236577,0.9574227427236577,0.2063425726221867,0.05095875871067257,13.708223181939516,0.0,lowpass,ac,S5
22,0.8461538461538461,0.9752903346425206,0.9752903346425206,0.15719308304591387,0.0388207062077801,16.071331361998695,0.0,lowpass,ac,S5
24,0.9230769230769231,0.9918942304631522,0.9918942304631522,0.09003204727677643,0.022234487605258275,20.91205748274831,0.0,lowpass,ac,S5
25,0.9615384615384616,1.0,1.0,2.0305738664020645e-15,5.014744286029814e-16,293.84762415019816,0.0,lowpass,ac,S5
2,0.07692307692307693,0.3173326509537204,0.3173326509537204,0.8262368601353244,0.2040490445497748,1.657908683042204,0.0,magnitude,total,S5
4,0.15384615384615385,0.4991049210771283,0.4991049210771283,0.7077394145608057,0.17478468741723377,3.0025323504464465,0.0,magnitude,total,S5
6,0.23076923076923078,0.6517554188783286,0.6517554188783286,0.5901225136543016,0.14573779128995745,4.581156327138085,0.0,magnitude,total,S5
8,0.3076923076923077,0.7353222754069335,0.7353222754069335,0.514468390275891,0.127054103431869,5.772826075969892,0.0,magnitude,total,S5
10,0.38461538461538464,0.7971364732342433,0.7971364732342433,0.45040373751308566,0.11123257353362355,6.927960286110472,0.0,magnitude,total,S5
12,0.46153846153846156,0.845011836082215,0.845011836082215,0.39368536157417,0.0972252942930736,8.097014666133628,0.0,magnitude,total,S5
14,0.5384615384615384,0.8800579349311033,0.8800579349311033,0.34632652954819465,0.08552946602379159,9.210284780903201,0.0,magnitude,total,S5
16,0.6153846153846154,0.9124907297123026,0.9124907297123026,0.2958196583861483,0.07305619195305334,10.579459375887003,0.0,magnitude,total,S5
18,0.6923076923076923,0.937115354788768,0.937115354788768,0.2507681104351831,0.06193017499784609,12.014553849856249,0.0,magnitude,total,S5
20,0.7692307692307693,0.9574227427236577,0.9574227427236577,0.2063425726221867,0.05095875871067256,13.708223181939518,0.0,magnitude,total,S5
22,0.8461538461538461,0.9752903346425206,0.9752903346425206,0.15719308304591387,0.0388207062077801,16.071331361998695,0.0,magnitude,total,S5
24,0.9230769230769231,0.9918942304631522,0.9918942304631522,0.09003204727677644,0.022234487605258275,20.912057482748306,0.0,magnitude,total,S5
25,0.9615384615384616,1.0,1.0,2.0452081039750527e-15,5.050885280683497e-16,293.7852499016924,0.0,magnitude,total,S5
26,1.0,1.0,1.0,2.025943758842742e-15,5.003309683324148e-16,293.8674523005738,0.0,magnitude,total,S5
2,0.07692307692307693,0.3173326509537204,0.3173326509537204,0.8262368601353244,0.2040490445497748,1.657908683042204,0.0,magnitude,ac,S5
4,0.15384615384615385,0.4991049210771283,0.4991049210771283,0.7077394145608057,0.17478468741723377,3.0025323504464465,0.0,magnitude,ac,S5
6,0.23076923076923078,0.6517554188783286,0.6517554188783286,0.5901225136543016,0.14573779128995745,4.581156327138085,0.0,magnitude,ac,S5
8,0.3076923076923077,0.7353222754069335,0.7353222754069335,0.514468390275891,0.127054103431869,5.772826075969892,0.0,magnitude,ac,S5
10,0.38461538461538464,0.7971364732342433,0.7971364732342433,0.45040373751308566,0.11123257353362355,6.927960286110472,0.0,magnitude,ac,S5
12,0.46153846153846156,0.845011836082215,0.845011836082215,0.39368536157417,0.0972252942930736,8.097014666133628,0.0,magnitude,ac,S5
14,0.5384615384615384,0.8800579349311033,0.8800579349311033,0.34632652954819465,0.08552946602379159,9.2102847809032,0.0,magnitude,ac,S5
16,0.6153846153846154,0.9124907297123026,0.9124907297123026,0.2958196583861483,0.07305619195305334,10.579459375887005,0.0,magnitude,ac,S5
18,0.6923076923076923,0.937115354788768,0.937115354788768,0.2507681104351831,0.06193017499784609,12.014553849856249,0.0,magnitude,ac,S5
20,0.7692307692307693,0.9574227427236577,0.9574227427236577,0.2063425726221867,0.05095875871067257,13.708223181939516,0.0,magnitude,ac,S5
22,0.8461538461538461,0.9752903346425206,0.9752903346425206,0.15719308304591387,0.0388207062077801,16.071331361998695,0.0,magnitude,ac,S5
24,0.9230769230769231,0.9918942304631522,0.9918942304631522,0.09003204727677643,0.022234487605258275,20.91205748274831,0.0,magnitude,ac,S5
25,0.9615384615384616,1.0,1.0,2.0305738664020645e-15,5.014744286029814e-16,293.84762415019816,0.0,magnitude,ac,S5
