id,name,provenance,N,mean,std,r,energy,eta_dc,eps_parseval
S0,Recovered historical baseline,recovered,26,246.3846153846154,66.63914126044088,3.6972957742910944,1693800.0,0.9318336557762703,2.7492105756744553e-16
S1,Bin-centered sinusoid,synthetic,26,-8.540177112501205e-18,0.7071067811865476,-1.2077634297567501e-17,13.0,1.4814845726055664e-33,2.7328566760003855e-16
S2,Non-bin-centered sinusoid,synthetic,26,4.270088556250602e-18,0.7060599904109931,6.047770181348203e-18,12.961538461538462,1.485880669260181e-35,6.852415107478711e-16
S3,Multi-component sinusoid with offset,synthetic,26,3.4058772731852796,0.85146931829632,3.9999999999999996,320.44999999999993,0.9411764705882354,1.773862345476924e-16
S4,Broadband zero-mean sequence,synthetic,26,-2.9890619893754213e-17,1.1006735677527357,-2.7156661856414348e-17,31.49853987148794,1.1984119601733977e-33,1.0151081046822533e-15
S5,Damped transient,synthetic,26,1.0942101925392167e-17,0.24696192386812038,4.430683788823793e-17,1.5857449878567256,1.9432430400959234e-33,2.80050836200522e-16
