leakage_energy_fraction,spectral_flatness,bin_offset,bin_centered,eta_dc,experiment,mainlobe_halfwidth_bins,peak_sidelobe_db,window,coherent_gain,n_coeff_2pair,eta_2pair,eps_l2_after_2pair_truncation
0.0,9.89619170021952e-28,3.0,True,1.4814845726055664e-33,leakage,,,,,,,
0.042221973883649316,0.005706316424247663,3.125,False,9.147850148815582e-34,leakage,,,,,,,
0.16208530446850608,0.06510142038714167,3.25,False,9.206774744405186e-34,leakage,,,,,,,
0.5492228558457851,0.2807287558196511,3.5,False,1.485880669260181e-35,leakage,,,,,,,
0.5492228558457851,0.2807287558196511,3.5,,,windows,1.001953125,-13.218173395949533,rectangular,1.0,4.0,0.8146378501580621,0.4305370481641943
0.51835633613713,0.00015340661342998598,3.5,,,windows,2.001953125,-31.470566100593658,hann,0.5000000000000001,4.0,0.9611652267215723,0.19706540355533678
0.5051418200481775,0.011147379853281892,3.5,,,windows,2.001953125,-41.40559081758084,hamming,0.5400000000000001,4.0,0.9794482962687278,0.14335865419036364
0.5499111722319675,4.5833711526728636e-05,3.5,,,windows,3.001953125,-58.15883694234614,blackman,0.42000000000000004,4.0,0.8994637839719368,0.31707446448439136
